origin,lien,s_human,p_human,o_human,separation,s_original,p_original,o_original
dbpedia_de,http://de.dbpedia.org/page/Henri_Carton_de_Wiart,Henri Carton de Wiart,same As,Henri_Carton_de_Wiart,,http://de.dbpedia.org/resource/Henri_Carton_de_Wiart,http://www.w3.org/2002/07/owl#sameAs,http://hu.dbpedia.org/resource/Henri_Carton_de_Wiart
dbpedia_de,http://de.dbpedia.org/page/Henri_Carton_de_Wiart,Henri Carton de Wiart,same As,Henricus_Carton_de_Wiart,,http://de.dbpedia.org/resource/Henri_Carton_de_Wiart,http://www.w3.org/2002/07/owl#sameAs,http://la.dbpedia.org/resource/Henricus_Carton_de_Wiart
dbpedia_de,http://de.dbpedia.org/page/Henri_Carton_de_Wiart,Henri Carton de Wiart,same As,Henry_Carton_de_Wiart,,http://de.dbpedia.org/resource/Henri_Carton_de_Wiart,http://www.w3.org/2002/07/owl#sameAs,http://mg.dbpedia.org/resource/Henry_Carton_de_Wiart
dbpedia_de,http://de.dbpedia.org/page/Henri_Carton_de_Wiart,Henri Carton de Wiart,same As,"Картон_де_Виар,_Анри",,http://de.dbpedia.org/resource/Henri_Carton_de_Wiart,http://www.w3.org/2002/07/owl#sameAs,"http://ru.dbpedia.org/resource/Картон_де_Виар,_Анри"
dbpedia_de,http://de.dbpedia.org/page/Henri_Carton_de_Wiart,Henri Carton de Wiart,same As,Henri_Carton_de_Wiart,,http://de.dbpedia.org/resource/Henri_Carton_de_Wiart,http://www.w3.org/2002/07/owl#sameAs,http://sv.dbpedia.org/resource/Henri_Carton_de_Wiart
dbpedia_de,http://de.dbpedia.org/page/Henri_Carton_de_Wiart,Henri Carton de Wiart,same As,Анрі_Картон_де_Віарт,,http://de.dbpedia.org/resource/Henri_Carton_de_Wiart,http://www.w3.org/2002/07/owl#sameAs,http://uk.dbpedia.org/resource/Анрі_Картон_де_Віарт
dbpedia_de,http://de.dbpedia.org/page/Henri_Carton_de_Wiart,Henri Carton de Wiart,same As,亨利·卡尔东·德维亚尔,,http://de.dbpedia.org/resource/Henri_Carton_de_Wiart,http://www.w3.org/2002/07/owl#sameAs,http://zh.dbpedia.org/resource/亨利·卡尔东·德维亚尔
dbpedia_de,http://de.dbpedia.org/page/Henri_Carton_de_Wiart,Henri Carton de Wiart,same As,Henri_Carton_de_Wiart,,http://de.dbpedia.org/resource/Henri_Carton_de_Wiart,http://www.w3.org/2002/07/owl#sameAs,http://de.dbpedia.org/resource/Henri_Carton_de_Wiart
dbpedia_de,http://de.dbpedia.org/page/Henri_Carton_de_Wiart,Henri Carton de Wiart,same As,Henri_Carton_de_Wiart,,http://de.dbpedia.org/resource/Henri_Carton_de_Wiart,http://www.w3.org/2002/07/owl#sameAs,http://dbpedia.org/resource/Henri_Carton_de_Wiart
dbpedia_de,http://de.dbpedia.org/page/Henri_Carton_de_Wiart,Henri Carton de Wiart,same As,Henry Carton de Wiart,,http://de.dbpedia.org/resource/Henri_Carton_de_Wiart,http://www.w3.org/2002/07/owl#sameAs,http://wikidata.dbpedia.org/resource/Q14990
dbpedia_de,http://de.dbpedia.org/page/Henri_Carton_de_Wiart,Henri Carton de Wiart,same As,Henry Carton de Wiart,,http://de.dbpedia.org/resource/Henri_Carton_de_Wiart,http://www.w3.org/2002/07/owl#sameAs,http://www.wikidata.org/entity/Q14990
dbpedia_de,http://de.dbpedia.org/page/Henri_Carton_de_Wiart,Henri Carton de Wiart,same As,Henry_Carton_de_Wiart,,http://de.dbpedia.org/resource/Henri_Carton_de_Wiart,http://www.w3.org/2002/07/owl#sameAs,http://fr.dbpedia.org/resource/Henry_Carton_de_Wiart
dbpedia_de,http://de.dbpedia.org/page/Henri_Carton_de_Wiart,Henri Carton de Wiart,same As,Henry_Carton_de_Wiart,,http://de.dbpedia.org/resource/Henri_Carton_de_Wiart,http://www.w3.org/2002/07/owl#sameAs,http://it.dbpedia.org/resource/Henry_Carton_de_Wiart
dbpedia_de,http://de.dbpedia.org/page/Henri_Carton_de_Wiart,Henri Carton de Wiart,same As,アンリ・カルトン・ドゥ・ヴィアール,,http://de.dbpedia.org/resource/Henri_Carton_de_Wiart,http://www.w3.org/2002/07/owl#sameAs,http://ja.dbpedia.org/resource/アンリ・カルトン・ドゥ・ヴィアール
dbpedia_de,http://de.dbpedia.org/page/Henri_Carton_de_Wiart,Henri Carton de Wiart,same As,Henri_Carton_de_Wiart,,http://de.dbpedia.org/resource/Henri_Carton_de_Wiart,http://www.w3.org/2002/07/owl#sameAs,http://nl.dbpedia.org/resource/Henri_Carton_de_Wiart
dbpedia_de,http://de.dbpedia.org/page/Henri_Carton_de_Wiart,Henri Carton de Wiart,same As,Henri_Carton_de_Wiart,,http://de.dbpedia.org/resource/Henri_Carton_de_Wiart,http://www.w3.org/2002/07/owl#sameAs,http://pt.dbpedia.org/resource/Henri_Carton_de_Wiart
dbpedia_de,http://de.dbpedia.org/page/Henri_Carton_de_Wiart,Henri Carton de Wiart,same As,m.09d56l,,http://de.dbpedia.org/resource/Henri_Carton_de_Wiart,http://www.w3.org/2002/07/owl#sameAs,http://rdf.freebase.com/ns/m.09d56l
dbpedia_de,http://de.dbpedia.org/page/Henri_Carton_de_Wiart,Henri Carton de Wiart,same As,24623115,,http://de.dbpedia.org/resource/Henri_Carton_de_Wiart,http://www.w3.org/2002/07/owl#sameAs,http://www.viaf.org/viaf/24623115
dbpedia_de,http://de.dbpedia.org/page/Henri_Carton_de_Wiart,Henri Carton de Wiart,wiki Page Wiki Link,31._Januar,,http://de.dbpedia.org/resource/Henri_Carton_de_Wiart,http://dbpedia.org/ontology/wikiPageWikiLink,http://de.dbpedia.org/resource/31._Januar
dbpedia_de,http://de.dbpedia.org/page/Henri_Carton_de_Wiart,Henri Carton de Wiart,wiki Page Wiki Link,6._Mai,,http://de.dbpedia.org/resource/Henri_Carton_de_Wiart,http://dbpedia.org/ontology/wikiPageWikiLink,http://de.dbpedia.org/resource/6._Mai
dbpedia_de,http://de.dbpedia.org/page/Henri_Carton_de_Wiart,Henri Carton de Wiart,wiki Page Wiki Link,Belgien,,http://de.dbpedia.org/resource/Henri_Carton_de_Wiart,http://dbpedia.org/ontology/wikiPageWikiLink,http://de.dbpedia.org/resource/Belgien
dbpedia_de,http://de.dbpedia.org/page/Henri_Carton_de_Wiart,Henri Carton de Wiart,wiki Page Wiki Link,Bonn,,http://de.dbpedia.org/resource/Henri_Carton_de_Wiart,http://dbpedia.org/ontology/wikiPageWikiLink,http://de.dbpedia.org/resource/Bonn
dbpedia_de,http://de.dbpedia.org/page/Henri_Carton_de_Wiart,Henri Carton de Wiart,wiki Page Wiki Link,Brüssel,,http://de.dbpedia.org/resource/Henri_Carton_de_Wiart,http://dbpedia.org/ontology/wikiPageWikiLink,http://de.dbpedia.org/resource/Brüssel
dbpedia_de,http://de.dbpedia.org/page/Henri_Carton_de_Wiart,Henri Carton de Wiart,wiki Page Wiki Link,Frankreich,,http://de.dbpedia.org/resource/Henri_Carton_de_Wiart,http://dbpedia.org/ontology/wikiPageWikiLink,http://de.dbpedia.org/resource/Frankreich
dbpedia_de,http://de.dbpedia.org/page/Henri_Carton_de_Wiart,Henri Carton de Wiart,wiki Page Wiki Link,Kategorie:Belgier,,http://de.dbpedia.org/resource/Henri_Carton_de_Wiart,http://dbpedia.org/ontology/wikiPageWikiLink,http://de.dbpedia.org/resource/Kategorie:Belgier
dbpedia_de,http://de.dbpedia.org/page/Henri_Carton_de_Wiart,Henri Carton de Wiart,wiki Page Wiki Link,Kategorie:Geboren_1869,,http://de.dbpedia.org/resource/Henri_Carton_de_Wiart,http://dbpedia.org/ontology/wikiPageWikiLink,http://de.dbpedia.org/resource/Kategorie:Geboren_1869
dbpedia_de,http://de.dbpedia.org/page/Henri_Carton_de_Wiart,Henri Carton de Wiart,wiki Page Wiki Link,Kategorie:Gestorben_1951,,http://de.dbpedia.org/resource/Henri_Carton_de_Wiart,http://dbpedia.org/ontology/wikiPageWikiLink,http://de.dbpedia.org/resource/Kategorie:Gestorben_1951
dbpedia_de,http://de.dbpedia.org/page/Henri_Carton_de_Wiart,Henri Carton de Wiart,wiki Page Wiki Link,Kategorie:Mann,,http://de.dbpedia.org/resource/Henri_Carton_de_Wiart,http://dbpedia.org/ontology/wikiPageWikiLink,http://de.dbpedia.org/resource/Kategorie:Mann
dbpedia_de,http://de.dbpedia.org/page/Henri_Carton_de_Wiart,Henri Carton de Wiart,wiki Page Wiki Link,Kategorie:Mitglied_der_Académie_royale_de_langue_et_de_littérature_françaises_de_Belgique,,http://de.dbpedia.org/resource/Henri_Carton_de_Wiart,http://dbpedia.org/ontology/wikiPageWikiLink,http://de.dbpedia.org/resource/Kategorie:Mitglied_der_Académie_royale_de_langue_et_de_littérature_françaises_de_Belgique
dbpedia_de,http://de.dbpedia.org/page/Henri_Carton_de_Wiart,Henri Carton de Wiart,wiki Page Wiki Link,Katholizismus,,http://de.dbpedia.org/resource/Henri_Carton_de_Wiart,http://dbpedia.org/ontology/wikiPageWikiLink,http://de.dbpedia.org/resource/Katholizismus
dbpedia_de,http://de.dbpedia.org/page/Henri_Carton_de_Wiart,Henri Carton de Wiart,wiki Page Wiki Link,Leopold_III._(Belgien),,http://de.dbpedia.org/resource/Henri_Carton_de_Wiart,http://dbpedia.org/ontology/wikiPageWikiLink,http://de.dbpedia.org/resource/Leopold_III._(Belgien)
dbpedia_de,http://de.dbpedia.org/page/Henri_Carton_de_Wiart,Henri Carton de Wiart,wiki Page Wiki Link,Paris,,http://de.dbpedia.org/resource/Henri_Carton_de_Wiart,http://dbpedia.org/ontology/wikiPageWikiLink,http://de.dbpedia.org/resource/Paris
dbpedia_de,http://de.dbpedia.org/page/Henri_Carton_de_Wiart,Henri Carton de Wiart,wiki Page Wiki Link,Völkerbund,,http://de.dbpedia.org/resource/Henri_Carton_de_Wiart,http://dbpedia.org/ontology/wikiPageWikiLink,http://de.dbpedia.org/resource/Völkerbund
dbpedia_de,http://de.dbpedia.org/page/Henri_Carton_de_Wiart,Henri Carton de Wiart,wiki Page Wiki Link,Zweiter_Weltkrieg,,http://de.dbpedia.org/resource/Henri_Carton_de_Wiart,http://dbpedia.org/ontology/wikiPageWikiLink,http://de.dbpedia.org/resource/Zweiter_Weltkrieg
dbpedia_de,http://de.dbpedia.org/page/Henri_Carton_de_Wiart,Henri Carton de Wiart,wiki Page Wiki Link,Albert_I._(Belgien),,http://de.dbpedia.org/resource/Henri_Carton_de_Wiart,http://dbpedia.org/ontology/wikiPageWikiLink,http://de.dbpedia.org/resource/Albert_I._(Belgien)
dbpedia_de,http://de.dbpedia.org/page/Henri_Carton_de_Wiart,Henri Carton de Wiart,wiki Page Wiki Link,Arrondissement,,http://de.dbpedia.org/resource/Henri_Carton_de_Wiart,http://dbpedia.org/ontology/wikiPageWikiLink,http://de.dbpedia.org/resource/Arrondissement
dbpedia_de,http://de.dbpedia.org/page/Henri_Carton_de_Wiart,Henri Carton de Wiart,wiki Page Wiki Link,Exilregierung,,http://de.dbpedia.org/resource/Henri_Carton_de_Wiart,http://dbpedia.org/ontology/wikiPageWikiLink,http://de.dbpedia.org/resource/Exilregierung
dbpedia_de,http://de.dbpedia.org/page/Henri_Carton_de_Wiart,Henri Carton de Wiart,wiki Page Wiki Link,Kategorie:Mitglied_der_Abgeordnetenkammer_(Belgien),,http://de.dbpedia.org/resource/Henri_Carton_de_Wiart,http://dbpedia.org/ontology/wikiPageWikiLink,http://de.dbpedia.org/resource/Kategorie:Mitglied_der_Abgeordnetenkammer_(Belgien)
dbpedia_de,http://de.dbpedia.org/page/Henri_Carton_de_Wiart,Henri Carton de Wiart,wiki Page Wiki Link,Kategorie:Premierminister_(Belgien),,http://de.dbpedia.org/resource/Henri_Carton_de_Wiart,http://dbpedia.org/ontology/wikiPageWikiLink,http://de.dbpedia.org/resource/Kategorie:Premierminister_(Belgien)
dbpedia_de,http://de.dbpedia.org/page/Henri_Carton_de_Wiart,Henri Carton de Wiart,wiki Page Wiki Link,Kategorie:Staatsminister_(Belgien),,http://de.dbpedia.org/resource/Henri_Carton_de_Wiart,http://dbpedia.org/ontology/wikiPageWikiLink,http://de.dbpedia.org/resource/Kategorie:Staatsminister_(Belgien)
dbpedia_de,http://de.dbpedia.org/page/Henri_Carton_de_Wiart,Henri Carton de Wiart,wiki Page Wiki Link,Christdemokratie,,http://de.dbpedia.org/resource/Henri_Carton_de_Wiart,http://dbpedia.org/ontology/wikiPageWikiLink,http://de.dbpedia.org/resource/Christdemokratie
dbpedia_de,http://de.dbpedia.org/page/Henri_Carton_de_Wiart,Henri Carton de Wiart,wiki Page Wiki Link,Kategorie:Innenminister_(Belgien),,http://de.dbpedia.org/resource/Henri_Carton_de_Wiart,http://dbpedia.org/ontology/wikiPageWikiLink,http://de.dbpedia.org/resource/Kategorie:Innenminister_(Belgien)
dbpedia_de,http://de.dbpedia.org/page/Henri_Carton_de_Wiart,Henri Carton de Wiart,wiki Page Wiki Link,Christen-Democratisch_en_Vlaams,,http://de.dbpedia.org/resource/Henri_Carton_de_Wiart,http://dbpedia.org/ontology/wikiPageWikiLink,http://de.dbpedia.org/resource/Christen-Democratisch_en_Vlaams
dbpedia_de,http://de.dbpedia.org/page/Henri_Carton_de_Wiart,Henri Carton de Wiart,wiki Page Wiki Link,Léon_Delacroix,,http://de.dbpedia.org/resource/Henri_Carton_de_Wiart,http://dbpedia.org/ontology/wikiPageWikiLink,http://de.dbpedia.org/resource/Léon_Delacroix
dbpedia_de,http://de.dbpedia.org/page/Henri_Carton_de_Wiart,Henri Carton de Wiart,wiki Page Wiki Link,Auguste_Beernaert,,http://de.dbpedia.org/resource/Henri_Carton_de_Wiart,http://dbpedia.org/ontology/wikiPageWikiLink,http://de.dbpedia.org/resource/Auguste_Beernaert
dbpedia_de,http://de.dbpedia.org/page/Henri_Carton_de_Wiart,Henri Carton de Wiart,wiki Page Wiki Link,Erster_Weltkrieg,,http://de.dbpedia.org/resource/Henri_Carton_de_Wiart,http://dbpedia.org/ontology/wikiPageWikiLink,http://de.dbpedia.org/resource/Erster_Weltkrieg
dbpedia_de,http://de.dbpedia.org/page/Henri_Carton_de_Wiart,Henri Carton de Wiart,wiki Page Wiki Link,Gaston_Eyskens,,http://de.dbpedia.org/resource/Henri_Carton_de_Wiart,http://dbpedia.org/ontology/wikiPageWikiLink,http://de.dbpedia.org/resource/Gaston_Eyskens
dbpedia_de,http://de.dbpedia.org/page/Henri_Carton_de_Wiart,Henri Carton de Wiart,wiki Page Wiki Link,Wehrmacht,,http://de.dbpedia.org/resource/Henri_Carton_de_Wiart,http://dbpedia.org/ontology/wikiPageWikiLink,http://de.dbpedia.org/resource/Wehrmacht
dbpedia_de,http://de.dbpedia.org/page/Henri_Carton_de_Wiart,Henri Carton de Wiart,wiki Page Wiki Link,Kategorie:Justizminister_(Belgien),,http://de.dbpedia.org/resource/Henri_Carton_de_Wiart,http://dbpedia.org/ontology/wikiPageWikiLink,http://de.dbpedia.org/resource/Kategorie:Justizminister_(Belgien)
dbpedia_de,http://de.dbpedia.org/page/Henri_Carton_de_Wiart,Henri Carton de Wiart,wiki Page Wiki Link,Interparlamentarische_Union,,http://de.dbpedia.org/resource/Henri_Carton_de_Wiart,http://dbpedia.org/ontology/wikiPageWikiLink,http://de.dbpedia.org/resource/Interparlamentarische_Union
dbpedia_de,http://de.dbpedia.org/page/Henri_Carton_de_Wiart,Henri Carton de Wiart,wiki Page Wiki Link,Jean_Duvieusart,,http://de.dbpedia.org/resource/Henri_Carton_de_Wiart,http://dbpedia.org/ontology/wikiPageWikiLink,http://de.dbpedia.org/resource/Jean_Duvieusart
dbpedia_de,http://de.dbpedia.org/page/Henri_Carton_de_Wiart,Henri Carton de Wiart,wiki Page Wiki Link,Aloys_van_de_Vijvere,,http://de.dbpedia.org/resource/Henri_Carton_de_Wiart,http://dbpedia.org/ontology/wikiPageWikiLink,http://de.dbpedia.org/resource/Aloys_van_de_Vijvere
dbpedia_de,http://de.dbpedia.org/page/Henri_Carton_de_Wiart,Henri Carton de Wiart,wiki Page Wiki Link,Charles_de_Broqueville,,http://de.dbpedia.org/resource/Henri_Carton_de_Wiart,http://dbpedia.org/ontology/wikiPageWikiLink,http://de.dbpedia.org/resource/Charles_de_Broqueville
dbpedia_de,http://de.dbpedia.org/page/Henri_Carton_de_Wiart,Henri Carton de Wiart,wiki Page Wiki Link,Georges_Theunis,,http://de.dbpedia.org/resource/Henri_Carton_de_Wiart,http://dbpedia.org/ontology/wikiPageWikiLink,http://de.dbpedia.org/resource/Georges_Theunis
dbpedia_de,http://de.dbpedia.org/page/Henri_Carton_de_Wiart,Henri Carton de Wiart,wiki Page Wiki Link,Jules_Renkin,,http://de.dbpedia.org/resource/Henri_Carton_de_Wiart,http://dbpedia.org/ontology/wikiPageWikiLink,http://de.dbpedia.org/resource/Jules_Renkin
dbpedia_de,http://de.dbpedia.org/page/Henri_Carton_de_Wiart,Henri Carton de Wiart,wiki Page Wiki Link,Prosper_Poullet,,http://de.dbpedia.org/resource/Henri_Carton_de_Wiart,http://dbpedia.org/ontology/wikiPageWikiLink,http://de.dbpedia.org/resource/Prosper_Poullet
dbpedia_de,http://de.dbpedia.org/page/Henri_Carton_de_Wiart,Henri Carton de Wiart,wiki Page Wiki Link,Belgische_Abgeordnetenkammer,,http://de.dbpedia.org/resource/Henri_Carton_de_Wiart,http://dbpedia.org/ontology/wikiPageWikiLink,http://de.dbpedia.org/resource/Belgische_Abgeordnetenkammer
dbpedia_de,http://de.dbpedia.org/page/Henri_Carton_de_Wiart,Henri Carton de Wiart,wiki Page Wiki Link,Rechtsanwalt,,http://de.dbpedia.org/resource/Henri_Carton_de_Wiart,http://dbpedia.org/ontology/wikiPageWikiLink,http://de.dbpedia.org/resource/Rechtsanwalt
dbpedia_de,http://de.dbpedia.org/page/Henri_Carton_de_Wiart,Henri Carton de Wiart,wiki Page Wiki Link,Luxemburg,,http://de.dbpedia.org/resource/Henri_Carton_de_Wiart,http://dbpedia.org/ontology/wikiPageWikiLink,http://de.dbpedia.org/resource/Luxemburg
dbpedia_de,http://de.dbpedia.org/page/Henri_Carton_de_Wiart,Henri Carton de Wiart,wiki Page Wiki Link,1869,,http://de.dbpedia.org/resource/Henri_Carton_de_Wiart,http://dbpedia.org/ontology/wikiPageWikiLink,http://de.dbpedia.org/resource/1869
